# time tau_applied_0 tau_applied_1 tau_applied_2 tau_applied_3 tau_applied_4 tau_applied_5 tau_applied_6 tau_applied_7 tau_applied_8 tau_applied_9 tau_applied_10 tau_applied_11 tau_applied_12 tau_applied_13 tau_applied_14 tau_applied_15 tau_applied_16 tau_applied_17 tau_applied_18 tau_applied_19 tau_applied_20 tau_applied_21 tau_applied_22 tau_applied_23
2.100000 -19.493639 0.966547 4.166327 -21.789856 -4.165141 -0.099650 3.092147 2.529606 15.485744 -13.812042 0.834634 -1.828427 3.323920 1.844064 -2.192993 0.461489 0.136553 1.932100 -0.465679 -2.711881 5.344449 0.769248 -2.388302 -0.322819
2.120000 -14.004495 -1.751330 2.869453 -14.051770 -1.853438 -0.456256 17.001308 -2.290566 32.330769 -13.434108 0.183166 -2.812495 19.196301 12.845375 1.255958 7.313474 -0.386022 4.800738 -0.209843 -6.065264 2.422961 -2.161406 -3.508383 -0.528903
2.140000 -1.541433 -2.656351 6.171348 1.993247 -0.285072 -0.382281 17.097876 -9.745012 62.785492 -24.259457 -3.065931 -4.694875 50.644463 23.809044 0.731335 7.405925 -0.297367 4.036376 -0.057728 -8.402779 -0.948055 -3.836142 -2.013913 -0.484785
2.160000 -0.531549 4.135489 4.564492 5.329494 0.985235 -0.219391 12.922454 -7.522449 72.477554 -32.549358 -7.939018 -5.984729 59.424934 19.084833 -1.838983 3.913727 1.366684 4.409980 0.193616 -8.282312 -1.806970 -4.094397 0.046621 -0.092218
2.180000 -13.483518 -0.446093 1.185001 6.124149 2.848252 0.538627 7.837780 -14.777973 65.222031 -26.342604 -10.262643 -5.393869 53.230339 -8.823917 -6.183195 3.608757 1.543217 2.494067 0.075381 -5.661346 2.084468 -2.256239 -1.189569 0.285281
2.200000 -22.336018 -3.917440 -0.205102 11.161715 1.393928 0.061576 6.065286 -21.533978 57.867916 -22.092537 -4.580206 -5.721114 34.309284 -15.941966 -5.206078 1.826173 1.543588 3.124881 -0.167011 -2.564075 10.307686 0.260989 -2.553992 -0.621152
2.220000 -21.503508 -3.929408 -3.432976 8.559351 0.564233 -0.186655 6.263254 -5.692596 49.648182 -25.603058 -2.847285 -5.026217 27.591522 -11.225076 -1.361919 -1.466531 1.923318 2.172543 -0.111956 -0.668372 15.133410 -0.065334 -2.463322 -0.218761
2.240000 -9.562023 1.154482 -7.421196 8.042596 1.589386 0.161122 9.641280 8.331963 48.542160 -26.102722 -2.170882 -4.248351 24.897743 -13.242997 0.848317 -2.201524 1.061872 1.302616 0.153269 -0.154268 16.162930 -0.356718 -1.699828 -0.325482
2.260000 -1.042718 5.140695 -7.824864 6.519353 0.059007 0.248805 22.269438 2.282993 48.171272 -27.549109 -1.070929 -4.153633 24.526104 -11.005497 1.749909 0.091337 -0.186679 0.075618 -0.159611 0.275648 14.764030 0.401563 -2.420192 -0.104411
2.280000 1.901234 13.551183 -5.349900 -0.896418 -0.462168 0.381371 25.570429 -3.195843 47.565540 -26.800043 -0.022206 -3.832524 24.871239 -8.694587 0.002675 2.579980 -1.012905 0.308445 -0.188991 0.230186 14.295509 -0.450053 -2.029574 0.082503
2.300000 6.706069 15.328176 -2.443584 0.760909 -0.765458 0.130321 24.266668 1.222408 48.679909 -16.984308 1.224728 -3.148826 27.220325 -7.076314 -1.150815 5.458696 -0.395727 0.610519 0.237973 -1.452680 14.482440 -0.094841 0.569138 -0.303657
2.320000 7.586941 15.158149 -1.861657 0.796062 0.198436 0.079670 17.753687 4.816917 50.292095 -12.951885 3.011574 -2.967811 32.166889 -9.045865 -1.571303 7.836047 -0.036870 1.915084 -0.076140 -2.795367 15.921367 0.304534 3.133091 -0.102866
2.340000 10.019627 18.063387 -5.383741 3.547205 0.345016 0.333630 18.039818 1.198086 50.895222 -8.638563 2.351288 -3.058172 32.582455 -7.945965 -0.713723 8.678527 0.250091 2.495828 -0.645851 -2.738562 18.378929 0.911842 3.035818 0.077354
2.360000 4.722383 17.970726 -11.147594 2.608082 1.379527 0.293227 13.247777 1.274044 51.168812 -9.707847 1.466632 -2.962794 34.703362 -13.986664 -1.586545 7.974738 0.185262 2.203313 -0.495761 -2.797794 21.397072 -0.055431 8.886772 -0.138623
2.380000 -0.464774 15.835228 -15.644024 5.867594 0.867111 0.005421 13.099627 -1.463089 50.989445 -9.493802 1.507149 -2.937319 32.874840 -16.863457 -1.160242 5.405945 -0.331944 1.965277 -0.175455 -6.504961 25.754908 -1.851156 19.014633 -0.743757
2.400000 -6.367025 15.299913 -15.916828 9.220266 0.337591 0.045526 10.798309 -3.773239 47.582325 -5.666796 1.611470 -2.319272 28.202881 -18.812935 -0.001716 5.147076 -0.847631 1.728784 0.039990 -10.987790 27.992308 -3.730490 24.794941 -0.347023
2.420000 -7.277512 19.852619 -14.633962 8.857422 0.695620 0.330849 6.752411 -7.666446 38.754978 -6.271984 0.978901 -1.869603 19.006191 -20.001522 1.665496 5.097980 -0.616954 1.895936 0.270362 -15.935537 28.198353 -4.062289 30.110634 -0.749060
2.440000 -5.888136 21.675730 -12.485514 5.812799 0.960982 0.428627 2.715528 -11.362243 27.498100 -10.729253 0.022224 -1.646341 9.349056 -21.180683 2.026430 4.251661 -0.806624 1.151223 0.211753 -19.810734 27.324181 -2.850458 35.141178 -0.692905
2.460000 -4.065749 21.437906 -12.179335 4.705120 0.522769 0.118341 8.310799 -12.274121 14.889756 -12.468241 -0.283026 -1.123179 -3.102613 -17.517868 2.415204 3.427720 -0.759672 0.446087 0.108912 -22.922197 25.662853 -1.326670 39.482178 -0.517820
2.480000 -1.638507 18.889288 -11.841558 2.119504 0.408167 -0.039890 14.034524 -11.877961 5.021298 -13.970794 -0.219872 -0.767254 -10.577236 -16.211576 1.503191 4.287549 -0.628833 0.362257 -0.008327 -25.251642 21.695408 1.106510 40.000000 0.000000
2.500000 1.473985 15.881015 -10.998847 0.284233 -0.096513 -0.144532 20.976374 -12.458923 -2.492927 -13.986008 0.062881 -0.721567 -18.459867 -13.683943 0.286908 4.466194 0.452666 0.890303 0.127481 -28.115263 23.015587 2.560581 40.000000 0.000000
2.520000 1.979973 14.599876 -9.222206 -1.300589 -0.534709 -0.368175 23.589531 -11.678729 -6.610429 -10.397787 0.330428 -0.681289 -23.625683 -11.990780 -0.312988 7.187548 0.890156 2.082723 -0.474331 -28.815126 23.425303 1.909874 40.000000 0.000000
2.540000 -0.445821 14.546911 -6.971338 -3.073385 1.782019 1.126496 25.483976 -13.145835 -5.204091 -3.309046 1.726995 -0.721831 -26.115639 -5.541904 0.470828 8.979620 0.472881 2.912951 -0.361399 -28.972818 22.911993 1.822968 39.846611 -0.153391
2.560000 -2.731034 8.585093 -4.029203 -10.477488 5.519225 3.225317 24.845493 -18.566038 -2.558432 3.546891 2.532958 -0.767108 -25.355240 5.738243 0.348352 10.542498 -0.167805 3.245111 -0.819456 -26.965342 20.783232 1.552746 39.586571 -0.413427
2.580000 -3.833262 6.285213 -4.992253 -11.841978 5.171371 3.541394 21.326551 -26.823622 1.708385 7.280605 3.357051 -1.221442 -23.265678 22.247192 1.365413 12.488304 -0.089615 3.104575 -0.185953 -22.571783 17.262880 0.565815 39.621174 -0.378826
2.600000 -3.764137 7.037563 -6.233770 -9.545925 4.230145 3.183363 16.636417 -35.297108 2.829994 6.617049 3.522564 -1.742336 -16.482239 34.202377 0.378772 14.322687 -0.687008 1.551451 -0.210398 -18.224350 12.791553 0.012673 39.341801 -0.658199
2.620000 -3.886247 7.717105 -6.784705 -3.403505 -0.404178 0.329043 10.511463 -39.487793 -0.076427 4.494035 3.255907 -2.099654 -7.533689 35.489475 -0.410883 14.036068 0.249760 0.888906 -0.216294 -14.575328 9.315347 -1.600367 38.932648 -1.067350
2.640000 -3.927812 7.708787 -0.551871 -5.092433 2.794218 2.342146 4.418836 -39.218090 -1.124565 2.428794 3.488622 -2.349479 -2.845542 29.214561 0.298202 12.224311 0.303372 1.507229 -1.021309 -12.593649 6.110393 -2.925115 38.897530 -1.102472
2.660000 -3.959844 5.513278 3.660322 -4.164925 3.208508 1.444695 -0.337818 -39.696194 -3.687019 5.129221 4.041729 -2.396024 -2.315182 24.340187 -1.829735 8.928800 0.149984 0.474423 -0.011076 -11.769764 4.781157 -2.116415 38.677155 -1.322845
2.680000 -6.134457 11.945761 8.690052 -0.406627 4.268892 1.505540 1.415583 -35.311573 -3.526005 4.273424 4.632082 -2.492543 -1.306837 20.430305 0.267357 6.006234 0.025253 -0.364088 -0.814760 -9.736598 4.378375 -1.175789 37.748966 -0.095436
2.700000 -8.916511 14.841503 14.948397 -1.096244 5.836794 2.196679 6.732006 -22.507664 1.122042 -1.470173 2.807285 -2.401935 4.890652 12.645134 -0.351631 2.276558 -1.498531 -0.646996 -0.169524 -8.814989 4.149207 -0.746444 36.473747 -0.576534
2.720000 -12.249994 0.831994 13.145164 -6.333692 5.173073 1.520965 9.446322 -4.510798 3.686483 2.272303 -0.397547 -1.339264 3.183455 11.921334 -0.848367 -0.680250 -0.251593 -1.735610 -0.601473 -7.535007 3.382020 -0.226861 34.118107 -0.808910
2.740000 -14.839501 -12.946174 4.563796 -12.320528 3.374186 0.902994 4.307141 -0.140444 5.825123 -0.327490 -0.746529 -0.753055 -1.003358 11.114929 0.243091 -3.405698 -0.575601 -1.815172 -0.418561 -5.344173 3.271915 -1.307859 32.592007 -0.295033
2.760000 -9.208805 -15.167559 2.683650 -13.037928 2.875238 1.108118 2.401210 -0.587885 5.035815 0.790577 -0.606169 -0.876490 -7.093534 10.116750 0.621956 -4.546555 -1.285885 -1.954377 -0.426573 -4.330498 2.575156 -0.878974 31.568806 -0.740685
2.780000 -4.250733 -12.124153 6.056122 -11.954059 3.522074 2.282533 4.713013 0.855204 3.503945 3.032063 1.225654 -1.519601 -8.304098 14.332209 0.031899 -3.985557 -1.643551 -1.429542 -0.093909 -4.782041 3.381256 1.083781 30.667767 -0.547241
2.800000 -3.025948 -7.470755 9.453188 -9.638477 5.938972 3.416390 10.312756 1.148361 3.141719 6.930973 3.035423 -2.035648 -4.965065 19.506985 -0.378985 -0.717987 -1.645312 0.553380 -0.106611 -5.049536 4.269410 3.441232 30.876553 -0.449305
2.820000 -4.312946 -5.531254 10.063249 -9.374172 8.274139 3.412349 18.176573 -4.294236 -0.493359 7.234497 4.531583 -2.134888 -0.385649 21.751440 -1.410576 4.544291 -1.021541 1.846112 0.135567 -4.873534 5.393936 5.519028 32.195148 -0.487415
2.840000 -3.854225 -6.122375 10.211954 -5.681340 9.006932 3.088831 21.371964 -9.871428 -0.336216 4.603729 4.107238 -1.695171 -0.172300 19.964853 -1.432690 9.150625 -0.011033 2.861496 -0.010059 -3.983535 6.163956 6.556698 32.447556 0.036789
2.860000 -6.301677 -5.940427 9.746625 -3.305460 7.342108 2.704508 21.410357 -13.824678 0.647382 4.243645 4.039097 -1.774937 -3.654703 19.324453 -0.802163 10.757880 0.271733 3.155933 0.088420 -3.564336 6.958345 7.737918 32.417263 0.241417
2.880000 -7.510941 -7.538143 11.244616 -4.090887 5.297073 2.381493 19.996969 -14.713778 2.324992 5.839900 4.174725 -1.929543 -5.169468 16.915596 -0.064015 9.821157 -0.572028 2.549907 -0.049699 -3.075104 7.648937 8.382153 32.552612 -0.044704
2.900000 -9.333888 -6.520740 12.202057 -6.473438 4.756773 2.658020 18.447119 -13.278334 1.676453 6.776450 4.160465 -2.116693 -7.170722 15.840656 0.390459 6.955037 -1.333065 1.849655 0.101845 -2.678861 8.373852 8.724472 32.891808 -0.394703
2.920000 -15.487825 -5.541959 13.163427 -9.287966 5.043321 2.274915 15.459945 -9.322273 0.113271 8.110744 3.825481 -1.992842 -7.549813 16.792229 1.001475 4.627558 -1.321224 1.339344 0.347332 -2.821136 8.317995 8.741858 33.411407 -0.506359
2.940000 -19.417595 -4.768783 17.165260 -10.820644 4.617133 1.609749 14.782751 -7.348804 1.162430 6.902566 3.743492 -1.972418 -5.771782 18.446739 0.963982 3.118265 -1.149617 0.706574 0.178822 -2.733521 8.211926 8.473526 33.874947 -0.387108
2.960000 -18.663626 -6.182210 20.441027 -11.871507 4.183700 0.738289 16.563036 -10.731553 2.215178 5.372791 3.680595 -1.930935 -5.393885 20.863800 1.019207 2.609443 -0.633565 0.919615 0.269696 -2.288741 8.680470 8.469631 34.635429 -0.643986
2.980000 -18.221598 -7.078769 19.052040 -10.962490 4.003037 0.476899 17.396557 -17.418247 2.058832 4.141064 3.492284 -2.104072 -7.262650 24.236202 1.102692 2.641384 -0.464978 1.195514 0.253152 -1.446318 9.743793 8.633108 35.191776 -0.986504
3.000000 -18.715548 -5.641954 16.507433 -7.682136 3.946846 0.413691 18.665907 -22.633265 3.268385 1.775405 3.242872 -2.329541 -10.627638 27.133230 1.175135 3.063769 -0.467909 0.919358 0.431909 -0.484045 10.332791 8.819407 34.653255 -1.229656
3.020000 -18.439499 -5.732890 13.424172 -3.448843 3.993296 0.206025 21.895006 -26.019829 4.311089 -1.704060 3.341922 -2.486268 -12.777126 26.216957 0.403491 3.362856 -0.966529 0.613635 0.488277 0.284588 10.097898 8.594475 31.406620 -1.063812
3.040000 -14.308879 -4.399702 10.249281 0.516001 3.724551 0.023175 26.702570 -25.420877 3.805944 -3.608428 3.521560 -2.693634 -15.510273 21.881454 0.584813 3.319496 -1.079359 0.736623 0.555777 0.652541 9.079394 7.338296 24.979300 -1.090197
3.060000 -11.747103 -3.448185 7.474941 1.097077 3.209783 0.053977 31.616623 -20.388170 0.792034 -4.256010 3.717542 -2.688998 -17.937305 14.117366 1.659407 3.015856 -1.795169 1.083531 0.722394 -0.787704 7.591200 5.509840 17.171707 -0.795565
3.080000 -6.869334 -3.186656 4.809908 0.730403 3.130239 0.354730 34.630966 -15.011119 -3.658740 -2.464942 3.979794 -2.704285 -17.674797 6.171892 2.695808 2.467591 -2.448596 1.496246 0.579560 -3.440032 5.901773 4.059711 9.709722 -0.666982
3.100000 -2.357619 -2.028731 2.442488 -0.769753 3.638565 0.772781 35.163464 -11.830822 -8.643776 -0.577708 4.300394 -2.763422 -16.068508 -0.941573 3.415197 2.787890 -2.408636 1.647856 0.374377 -5.430683 3.898847 2.717248 4.462296 -0.239431
3.120000 1.859059 -0.935886 -0.020389 -1.526616 4.786809 0.999216 37.721706 -8.107368 -13.395813 1.603423 4.014315 -2.666246 -17.139177 -5.324125 2.322836 3.015795 -1.852318 1.194670 0.520398 -5.929791 1.234151 0.530255 -1.849249 0.066452
3.140000 6.912020 -2.515510 -3.676338 -0.372849 6.636919 1.271352 39.190937 -3.809158 -15.138309 3.017462 3.583041 -2.350285 -19.968657 -6.723939 0.644826 2.281275 -0.584756 1.084901 0.555956 -4.436599 -1.285402 -0.810416 -4.485111 0.085633
3.160000 9.267420 -4.028178 -7.217170 -0.669399 8.445044 1.973210 37.487457 -1.319064 -12.395204 4.440459 3.330139 -2.246812 -22.899435 -5.305887 -0.658543 1.957165 0.578322 1.162016 0.232512 -2.600862 -2.351461 -0.890142 -3.834799 0.077985
3.180000 9.517455 -4.343979 -8.363509 -1.649936 9.981508 2.432080 35.834900 2.034482 -8.164594 4.965291 2.547520 -2.140638 -25.551600 -3.319977 -1.004251 2.370167 1.051280 0.890592 0.195620 -1.786095 -2.475680 -0.586141 -3.035367 -0.151847
3.200000 4.667100 -4.606819 -7.708754 -1.224931 9.212884 3.068891 39.064301 4.456127 -2.091804 3.716885 2.578214 -2.128559 -27.243532 -2.195780 -0.521426 2.952107 0.707893 0.382002 0.276887 -2.156501 -2.194784 -0.602913 -2.746296 -0.342660
3.220000 -6.449428 -3.281719 -2.496157 -1.620686 5.533895 2.514202 45.331505 2.817971 3.705752 -2.074905 2.284694 -2.238587 -31.484489 -1.771426 -0.092973 4.041733 -0.347945 0.584772 -0.040295 -2.751195 -2.247482 -0.710740 -1.961401 -0.402463
3.240000 -18.631273 -1.263550 4.712961 -2.151014 0.657987 0.776930 52.516506 1.646945 6.826312 -8.186178 2.423831 -2.331480 -35.834816 -1.519554 -0.113986 4.896361 -0.542231 0.963401 0.212278 -3.298536 -2.651140 -0.506353 -1.576061 -0.148615
3.260000 -23.937466 -2.515246 8.507467 -1.971830 -2.765889 -1.025909 57.117599 2.407437 5.409536 -12.691147 1.058379 -2.332971 -36.482769 -2.191696 -0.745491 5.120000 0.186436 1.245438 0.355095 -3.051582 -1.976139 -0.137742 -1.449434 -0.263092
3.280000 -24.023903 -3.584579 10.828081 -4.878567 -2.706304 -1.020928 55.943081 9.634970 1.496065 -17.872412 -0.612118 -2.291158 -37.394798 -3.189869 -0.965561 6.174390 0.385890 1.338447 0.546835 -2.485377 -0.990223 -0.191836 -1.051276 -0.418970
3.300000 -23.106192 -5.089516 12.693119 -5.961806 -2.041745 -0.541762 52.431278 22.486361 2.836235 -22.802835 -2.646922 -2.317739 -38.550125 -5.521759 -1.526765 7.570740 0.196477 1.494452 0.505812 -2.487510 -0.316008 0.343866 -0.839161 -0.255215
3.320000 -24.253445 -3.331845 16.728935 -4.505454 -0.448444 -0.487074 48.531616 30.624416 6.690208 -26.636532 -3.788077 -2.127849 -37.802055 -7.250996 -2.382113 7.477871 0.505965 1.754974 0.427160 -3.031890 0.371890 0.913495 0.087867 -0.143561
3.340000 -22.225391 -1.687527 18.893211 -6.832472 -1.041444 -1.047351 38.031670 33.876846 8.285519 -28.876348 -4.514758 -1.849937 -31.740835 -6.394838 -2.919187 5.747892 1.199523 1.901016 0.386671 -3.330265 0.401848 0.823488 1.312096 -0.311839
3.360000 -15.351863 -3.939033 16.657444 -14.959602 -3.001596 -1.891270 23.965672 33.252491 6.606678 -28.036549 -5.335787 -1.124136 -19.881258 -5.180460 -2.780799 2.782567 1.658211 0.949139 1.173934 -2.772576 -0.401484 0.567199 1.080730 -0.665938
3.380000 -2.122633 -3.087912 15.168659 -30.216324 -1.797894 -2.357879 9.330045 29.126001 6.454508 -24.269779 -5.605035 -0.390133 -5.850625 -6.380345 -2.075324 0.583031 0.922463 0.335454 1.125545 -1.956702 -0.736160 0.291324 1.049333 -0.815736
3.400000 14.360258 4.392452 18.130699 -32.860592 3.211489 -2.294667 5.681370 24.968933 8.966259 -17.026087 -5.645957 0.138061 -0.755246 -12.394871 -0.920276 0.458667 0.243425 -0.231101 0.463676 -0.350370 0.840276 0.858495 0.716628 -0.082419
3.420000 11.022946 5.581427 22.673830 -18.600143 7.672015 -1.154611 28.113171 23.686474 8.993360 -5.349051 -5.167004 0.069107 -13.361156 -17.602551 0.138498 1.350594 -0.592838 -1.180914 0.554682 0.109597 4.063227 1.695760 -0.026088 0.628692
3.440000 -10.259941 -2.294563 21.905802 -10.875087 3.909940 -1.035854 54.807438 28.691135 3.901990 -2.896500 -2.051690 0.054437 -29.632622 -15.293957 0.814756 3.780094 -1.859132 -0.308909 1.273253 -0.483225 6.761368 1.526225 -1.438996 -0.008308
3.460000 -23.557571 -11.365433 24.443462 -10.144251 -1.410882 -1.135507 63.535591 33.534184 -0.517632 -10.821516 1.290296 0.293340 -35.302277 -5.969429 2.122425 6.414818 -1.587234 1.158031 0.456241 -0.004313 4.810236 1.072761 -3.727674 0.341959
3.480000 -28.161625 -5.153586 28.875893 -5.296142 -1.292471 0.582617 61.144653 38.885296 7.594798 -22.862337 1.093176 0.181736 -39.787888 2.741741 1.402186 8.900514 -1.470332 0.568536 -0.310969 -0.004704 1.846210 0.328559 -3.637016 0.251424
3.500000 -30.326559 5.190101 29.184799 -0.085766 1.357523 3.301680 59.489426 33.022186 21.233803 -41.566387 -2.438160 -0.340684 -33.308800 5.849227 0.754873 7.862109 -0.668083 0.998130 -0.291249 -0.574934 1.382497 -0.466583 -1.331444 0.400725
3.520000 -38.283749 -3.896595 40.105949 -64.465935 0.992397 8.100968 45.717972 -17.769964 24.232512 -96.000000 0.000000 0.745781 25.713535 -12.489197 2.531469 -4.920601 -1.826771 -4.197934 1.569108 -4.778483 3.544152 -1.237715 0.359554 -0.485936
3.540000 45.923164 17.731598 -56.390869 -92.871902 2.166208 2.967992 -67.180893 8.852695 38.656719 -43.014297 -35.347366 2.349905 50.499809 29.500189 -9.348996 -3.112014 6.928987 0.590791 -1.513841 -3.470279 -3.843293 -2.932722 4.698490 -0.426808
3.560000 52.529488 -28.276085 -45.702766 -64.904121 21.533894 -0.775847 -40.108665 7.336400 7.308468 -55.011284 -23.578587 1.051339 53.351063 26.648937 -3.896343 1.417966 4.423587 3.724066 -1.400735 -0.736078 -9.329755 -1.441448 10.279372 1.565418
3.580000 40.318539 -36.023693 -0.570702 -59.924637 24.982185 5.957020 -27.154099 -45.240364 -8.920547 -80.099930 -11.010799 0.397741 39.469410 -5.832039 -1.030553 13.471094 8.759195 -0.287455 1.205892 -3.318390 -8.854669 -0.063822 -0.416091 -0.987342
3.600000 68.532249 -16.196373 -3.993708 -88.968414 4.869368 -0.808603 -19.995956 -22.113012 -13.928549 -45.662666 -14.877090 -0.076721 20.004528 5.684587 -0.977349 16.071634 0.795691 1.613913 -1.819639 0.907896 -2.292728 0.409292 -0.001784 0.654975
3.620000 54.314121 0.708736 -5.200829 -81.184479 10.259747 -3.826178 -30.838596 9.239334 11.955391 -9.238846 -4.746884 0.855859 29.345707 19.867092 0.949444 8.738625 -1.765318 2.366840 -2.657418 3.651722 0.263105 1.305014 0.481893 -0.047017
3.640000 31.682400 13.294945 5.800801 -65.538246 15.379596 -3.204202 -27.819090 9.104369 8.138253 -41.195156 -5.455192 1.527351 19.457085 10.180393 2.955135 6.020453 -2.292822 -1.215164 0.941642 -3.981564 3.028464 -0.863438 -1.769232 -1.029950
3.660000 38.460979 -15.946718 -21.825377 -63.657379 16.286999 -9.842526 -35.193790 19.087595 -20.983274 24.539610 -7.990715 2.519472 43.504105 -17.755264 6.494092 -1.568918 -3.129216 2.099828 0.018939 -13.684880 8.728267 -2.086552 -3.182726 0.218659
3.680000 30.290525 16.655033 1.518625 -81.585701 8.429895 -8.404042 -30.552261 -18.587368 -8.433075 -16.647684 -0.969493 -0.855053 21.858480 -28.746328 -4.124321 4.607385 -0.409657 -1.910231 0.552977 -6.708339 9.831952 -2.453729 -2.419860 0.699289
3.700000 15.367819 -7.280503 -13.219306 -75.786812 13.948503 -9.383109 0.521560 13.047038 1.877936 27.797775 -1.050433 -0.171643 11.031872 -15.820858 -10.168530 5.830532 1.268711 -2.854412 -1.248359 18.239529 -9.758452 5.682411 2.207219 0.882398
3.720000 28.643709 3.528597 -3.360227 -49.787922 15.395578 -0.991814 -2.955195 -5.894308 17.755600 27.453114 3.698910 0.035958 24.599403 9.505212 -7.983544 5.394717 2.504395 -1.106030 0.081357 12.633878 -18.587917 1.864561 1.766072 -0.512887
3.740000 29.145359 3.278808 -0.755058 -47.106159 16.422585 -3.852052 2.691788 -7.270861 11.117281 0.381238 2.565998 -2.791218 15.400797 -0.505321 -3.063420 5.360257 -0.157196 -0.530960 0.933539 9.394117 -14.978584 -0.759506 -1.288679 0.191472
3.760000 22.746689 -5.878516 -12.894214 -42.873055 16.372143 -9.679449 7.522424 9.292859 -14.169723 20.568567 -0.865902 0.690385 25.215405 0.775236 1.887328 1.569885 -0.990261 -0.325890 -0.690612 6.231548 -9.751327 -0.294429 -1.370971 -0.494827
3.780000 35.725193 4.379931 0.367822 -41.544094 13.559011 -4.264014 2.092369 -4.225248 6.010733 2.848536 1.373951 1.008111 22.966015 -1.528273 3.899593 4.484884 -0.229287 -2.297053 0.003977 1.155626 -6.368218 -3.746840 -2.079470 0.655567
3.800000 20.509048 0.693096 -1.155019 -55.015629 17.307463 -6.158625 1.664714 4.293077 -5.750429 -0.491745 -0.488218 0.622395 9.769115 -4.013411 -0.024589 4.143576 0.671398 1.234164 0.085496 0.674520 -8.325309 -0.446240 1.159773 0.547948
3.820000 28.861650 2.258446 -5.267840 -47.178177 15.135689 -3.190905 -3.140730 3.988105 -0.391169 3.318730 2.985869 0.698073 19.465336 2.421408 -1.751732 3.441726 0.122625 -1.487503 -1.313799 -0.654029 -4.806219 -0.029101 1.401992 -0.577653
3.840000 5.934865 -18.653181 9.573225 -56.903511 6.861336 -7.677776 -5.159581 9.023356 -0.475291 -1.382160 0.109809 0.297852 19.368505 3.246210 -0.090268 4.340482 1.293586 -0.414236 -0.115916 2.284127 -6.408121 -2.638438 -4.262527 -0.002704
3.860000 2.622205 5.727017 -4.243899 -29.450985 7.154871 -1.675255 2.976847 0.954934 -6.186395 -1.571323 1.489149 -0.120506 13.897249 3.802673 -0.400774 0.267775 -0.579324 -1.751492 0.556218 -3.012785 -7.892870 -1.114336 4.217764 -1.552660
3.880000 -16.332504 -6.141054 1.926546 -32.370083 0.319558 -4.744699 -0.153926 -15.854119 5.411960 -20.035526 -1.225864 0.626480 20.767492 2.695829 2.594402 2.685232 0.907776 -1.378317 -0.401375 -1.023393 -4.548278 -1.680529 -0.708129 0.684641
3.900000 -12.263130 3.277912 3.557253 2.355336 -1.573680 -3.184942 0.188862 -9.096931 8.695650 -14.896454 -0.194057 -0.466770 3.783965 11.005463 1.352724 3.601143 -0.524054 2.239848 -0.471944 -2.955267 -1.252640 -0.799050 3.201116 -0.035895
3.920000 -3.846975 14.084937 -8.458358 32.363132 -1.351738 2.855438 -12.428431 -14.372242 8.728979 -8.721971 -1.249545 -0.394914 -13.014805 9.323528 0.037694 4.019915 -0.934846 0.847654 0.208643 -1.233089 2.500332 0.233603 0.771308 -0.006348
3.940000 11.974056 18.358402 -4.786734 11.854941 -4.024882 0.976789 -3.565745 -13.500784 12.749430 -6.887757 -4.185462 -0.439630 -11.826212 0.051217 3.075186 2.308451 0.273037 1.429143 -0.907980 3.043773 3.688465 0.845227 -2.219193 -0.185095
3.960000 7.497007 26.535315 -7.521715 -11.957280 -1.584644 0.000746 0.985959 -11.139747 7.165114 0.944996 -2.742410 0.160326 -7.107006 -3.427678 0.816512 0.604997 -0.909699 1.013500 0.260904 3.472092 1.419933 0.928264 -0.196984 -0.639498
3.980000 0.468435 26.438442 -7.549142 -31.141621 0.886671 0.143661 1.716800 -10.479387 6.602244 -1.263319 -0.948139 0.002168 2.893536 -4.847035 -1.593619 -0.293473 0.382674 -0.751920 -0.861383 -0.254895 0.246631 -0.208184 -0.205563 0.602442
4.000000 -7.597062 8.417198 -3.406036 -26.832529 4.396326 -0.299530 -5.995227 -9.789923 8.085094 2.977822 0.486171 0.361213 14.693142 -1.910651 -3.565768 0.237063 -0.928894 -0.847852 0.564000 -4.690945 -2.935390 -0.467358 -0.278807 0.024070
4.020000 -16.434767 1.408259 4.043684 7.854336 2.113412 -0.646367 3.316329 -5.841614 10.375935 1.109619 1.432140 0.203951 6.973799 1.807141 -2.269400 1.666494 1.023273 -1.500795 -0.619976 -5.067225 -1.819960 -1.557478 -0.338291 0.832790
4.040000 -21.891218 -3.287422 5.668861 7.954683 -5.677707 -0.316513 8.983029 -9.074208 11.883340 0.649110 0.121085 -0.383667 -1.620411 3.070448 -0.155674 0.580608 0.694135 0.751168 0.629139 -1.021291 0.098803 -0.805219 0.655994 0.328132
4.060000 2.159622 10.907307 4.356575 -0.631554 19.758095 -1.194437 9.707583 -5.882833 6.832061 -5.372854 -1.813584 -0.426835 -4.245645 4.541368 1.861205 -0.244282 -0.003242 0.113017 -0.994898 -0.452934 -0.505853 0.592191 1.285307 0.212737
4.080000 19.752329 20.682077 -0.441488 -21.594620 25.581268 -2.963531 10.201988 -7.394135 1.622866 -3.228508 -2.101798 -0.729993 13.299953 3.758716 0.855942 -3.005387 -0.384389 -1.117356 0.154435 1.194811 -5.333786 0.401925 -1.648116 -0.257370
4.100000 18.420687 31.933229 -5.638746 -25.054111 22.171795 -3.437042 3.169396 -8.220524 -1.644715 12.262155 0.121535 -0.747504 15.836790 2.372716 0.036472 -1.485497 -0.396077 -2.066512 0.081774 -0.923454 -5.739522 0.251309 0.553033 0.727107
